---- Created by LOD Exporter ----
ExtinguishMasterCaution                                          -2.54967 0.620275 -1.070468    20  127   1 
SimCBEOSB_1L                                                     -2.45666 0.994800 -1.151235    30  126   1 
SimCBEOSB_2L                                                     -2.45666 0.899972 -1.151235    30  126   1 
SimCBEOSB_3L                                                     -2.45666 0.810813 -1.151235    30  126   1 
SimCBEOSB_4L                                                     -2.45666 0.710637 -1.151235    30  126   1 
SimCBEOSB_5L                                                     -2.45666 0.617990 -1.151235    30  126   1 
SimCBEOSB_11L                                                    -2.27012 0.618523 -1.847381    30  126   1 
SimCBEOSB_12L                                                    -2.27012 0.714742 -1.847381    30  126   1 
SimCBEOSB_13L                                                    -2.27012 0.810849 -1.847381    30  126   1 
SimCBEOSB_14L                                                    -2.27012 0.895724 -1.847381    30  126   1 
SimCBEOSB_15L                                                    -2.27012 0.999036 -1.847381    30  126   1 
SimCBEOSB_16L                                                    -2.31455 1.187490 -1.681599    30  126   1 
SimCBEOSB_17L                                                    -2.34001 1.187490 -1.586562    30  126   1 
SimCBEOSB_18L                                                    -2.36491 1.187490 -1.493649    30  126   1 
SimCBEOSB_19L                                                    -2.39173 1.187490 -1.393542    30  126   1 
SimCBEOSB_20L                                                    -2.41701 1.187490 -1.299214    30  126   1 
SimCBEOSB_BRTUP_L                                                -2.30364 1.178297 -1.814807    30  126   1 
SimCBEOSB_BRTDOWN_L                                              -2.30364 1.178297 -1.814807    30  126   2 
SimCBEOSB_BRTDOWN_R                                              -2.30463 -1.178366 -1.811100    30  126   2 
SimCBEOSB_BRTUP_R                                                -2.30463 -1.178366 -1.811100    30  126   1 
SimCBEOSB_1R                                                     -2.45717 -0.612199 -1.149308    30  126   1 
SimCBEOSB_2R                                                     -2.45717 -0.708819 -1.149308    30  126   1 
SimCBEOSB_3R                                                     -2.45717 -0.803474 -1.149308    30  126   1 
SimCBEOSB_4R                                                     -2.45717 -0.901726 -1.149308    30  126   1 
SimCBEOSB_5R                                                     -2.45717 -0.994304 -1.149308    30  126   1 
SimCBEOSB_6R                                                     -2.41742 -1.179374 -1.297664    30  126   1 
SimCBEOSB_7R                                                     -2.39151 -1.179374 -1.394351    30  126   1 
SimCBEOSB_8R                                                     -2.36520 -1.179374 -1.492571    30  126   1 
SimCBEOSB_9R                                                     -2.33891 -1.179374 -1.590672    30  126   1 
SimCBEOSB_10R                                                    -2.31382 -1.179374 -1.684294    30  126   1 
SimCBEOSB_11R                                                    -2.26845 -0.995876 -1.853615    30  126   1 
SimCBEOSB_12R                                                    -2.26845 -0.895580 -1.853615    30  126   1 
SimCBEOSB_13R                                                    -2.26845 -0.802814 -1.853615    30  126   1 
SimCBEOSB_14R                                                    -2.26845 -0.700888 -1.853615    30  126   1 
SimCBEOSB_15R                                                    -2.26845 -0.612054 -1.853615    30  126   1 
SimLaserArmOff                                                   -2.42868 1.307358 -1.527217    30  129   2 
SimLaserArmOn                                                    -2.42868 1.307358 -1.527217    30  129   1 
SimIncFuelSwitch                                                 -2.17950 -1.298453 -2.505954    40  115   1 
SimDecFuelSwitch                                                 -2.17950 -1.298453 -2.505954    40  115   2 
SimJfsStart_Off                                                  -2.00400 -1.256385 -2.707742    30  123   1 
SimHsiHeadingInc                                                 -2.20746 0.194623 -1.834165    30  126   1 
SimHsiCourseInc                                                  -2.20746 -0.188343 -1.834165    30  126   1 
SimHsiHeadingDec                                                 -2.20746 0.194602 -1.834165    30  126   2 
SimHsiCourseDec                                                  -2.20746 -0.188364 -1.834165    30  126   2 
SimCycleLeftAuxComDigit                                          -1.89967 0.097715 -2.494221    30  126   1 
