# Revised 23th January 2024 by Micro (Temporary development version).
# Added/edited frags and comms data for new 4.38 Airports, Entry sorting
#
# File format is as follows:
#
# <campaign ID> <tacan ch#> <tacan band> <callsign> <range> <tacan_type> \
# <tower_freq_UHF> <tower_freq_VHF> <runway1_ils_freq> <runway2_ils_freq> <runway3_ils_freq> \
# <runway4_ils_freq> <OPS_freq_UHF> <GROUND_freq_UHF> <APPROACH_freq_UHF> <LSO_freq_UHF> <ATIS_freq_VHF>
# <TOWER_FRAG> <GROUND FRAG> <APPROACH FRAG> <ATIS STATION FRAG>
# 
# Anshan Airbase (ZYAS)
3322 021 X 54 80 1 225450 117400 10810 0 0 0 0 225400 225500 0 122575 3404 3405 3403 54
# 
# Changbaishan Airport (ZYBS)
3335 061 X 55 80 1 225600 117450 11330 0 0 0 0 225550 225975 0 119000 3407 3408 3406 55
# 
# Cheongju Intl Airport (RKTU)
997 001 X 18 0 1 236600 118700 0 0 0 11170 305500 275850 265750 0 128850 2527 2435 2481 18
# 
# Daegu AB (RKTN)
983 125 X 21 70 1 365000 126200 11190 0 10870 10870 240600 275800 346300 0 127650 2530 2438 2484 21
# 
# Dalian Sanshilipu (ZYLP)
3318 063 X 57 70 1 225925 117550 0 0 0 0 0 225850 225975 0 121000 3413 3414 3412 57
# 
# Dandong Langtou Airbase (ZYDD)
3317 066 X 58 80 1 226025 117600 11390 0 0 0 0 226000 226100 0 122000 3416 3417 3415 58
# 
# Fuxin Airbase
3554 067 X 59 80 1 226200 117650 0 0 0 0 0 226150 226275 0 123050 3419 3420 3418 59
# 
# Fuxin Airport (ZXFX)
3332 068 X 60 80 1 226350 117700 0 0 0 0 0 226300 226400 0 124050 3422 3423 3421 60
# 
# Gangneung AB (RKNN)
931 056 X 38 70 1 334900 126200 11150 0 0 0 226175 275800 304000 0 132050 2547 2455 2501 38
# 
# Gimhae Intl Airport (RKPK)
3033 001 X 8 0 1 233300 118100 0 0 10950 10850 235100 274800 225100 0 126650 2517 2425 2471 8
# 
# Gimpo Intl Airport (RKSS)
1486 083 X 14 70 1 240900 118050 10830 10870 11070 10990 317800 236700 363800 0 126350 2523 2431 2477 14
# 
# Gunsan AB (RKJK)
995 001 X 19 0 1 292300 126500 11030 11030 0 0 304800 273525 292650 0 120225 2528 2436 2482 19
# 
# Gwangju AB (RKJJ)
994 091 X 20 80 1 254600 126200 11110 11110 0 0 234700 275800 268000 0 128875 2529 2437 2483 20
# 
# Haeju Airbase
