// TORNADO COCKPIT
// Original author: @qawa
// Updated by @Frederf and @Gadfly (May 2022/BMS 4.36)

// BELOW HUD
SimHUDDEDDown -1.12148 0.010927 -0.494018 30 115 1  
SimHUDDEDUp -1.12148 0.010927 -0.494018 30 115 2  
ExtinguishMasterCaution -1.19338 0.447005 -0.479099 50 120 1  
ExtinguishMasterCaution -1.19212 -0.428794 -0.482239 50 120 1  
SimAltPressDec -1.12148 0.171404 -0.536035 30 116 2 w 
SimAltPressInc -1.12148 0.171404 -0.536035 30 116 1 w 
SimArmMasterArm -1.202 0.323081 -0.446951 35 129 1  
SimDriftCOOn -1.12148 0.072638 -0.494018 30 115 1  
SimDriftCOOff -1.12148 0.072638 -0.494018 30 115 2  
SimHUDAltDown -1.1594 -0.005359 -0.429083 30 313 2  
SimHUDAltUp -1.1594 -0.005359 -0.429083 30 313 1  
SimHUDScalesDown -1.1594 -0.053413 -0.429083 30 313 2  
SimHUDScalesUp -1.1594 -0.053413 -0.429083 30 313 1  
SimHUDVelocityDown -1.1594 0.050302 -0.429083 30 313 2  
SimHUDVelocityUp -1.1594 0.050302 -0.429083 30 313 1  
SimICPAA -1.1594 0.140847 -0.46728 30 115 1  
SimICPAG -1.1594 0.138664 -0.440542 30 115 1  
SimPitchLadderDown -1.1594 0.096038 -0.429083 30 313 2  
SimPitchLadderUp -1.1594 0.096038 -0.429083 30 313 1  
SimSafeMasterArm -1.202 0.323081 -0.446951 35 129 2  
SimSymWheelDn -1.07139 -0.131444 -0.436723 30 115 2 w 
SimSymWheelUp -1.07139 -0.131444 -0.436723 30 115 1 w 
OTWStepHudColor -1.12148 -0.13907306 -0.534018 30 115 2  

// MFDS
SimCBEOSB_10L -1.34297 0.300081 -0.78594 30 0 1  
SimCBEOSB_10R -1.24709 -0.155925 -1.336523 30 120 1  
SimCBEOSB_11L -1.33418 0.334856 -0.818739 30 0 1  
SimCBEOSB_11R -1.20724 -0.069023 -1.411159 30 120 1  
SimCBEOSB_12L -1.33418 0.365655 -0.818739 30 0 1  
SimCBEOSB_12R -1.20724 -0.023238 -1.411159 30 120 1  
SimCBEOSB_13L -1.33418 0.396965 -0.818739 30 0 1  
SimCBEOSB_13R -1.20724 0.025989 -1.411159 30 120 1  
SimCBEOSB_14L -1.33418 0.429416 -0.818739 30 0 1  
SimCBEOSB_14R -1.20724 0.070678 -1.411159 30 120 1  
SimCBEOSB_15L -1.33418 0.460726 -0.818739 30 0 1  
SimCBEOSB_15R -1.20724 0.117133 -1.411159 30 120 1  
SimCBEOSB_16L -1.34297 0.496409 -0.78594 30 0 1  
SimCBEOSB_16R -1.24562 0.20924 -1.339279 30 120 1  
SimCBEOSB_17L -1.35105 0.496409 -0.755755 30 0 1  
SimCBEOSB_17R -1.26769 0.20924 -1.297928 30 120 1  
SimCBEOSB_18L -1.3594 0.496409 -0.724626 30 0 1  
SimCBEOSB_18R -1.29207 0.20924 -1.252269 30 120 1  
SimCBEOSB_19L -1.36748 0.496409 -0.694441 30 0 1  
SimCBEOSB_19R -1.31635 0.210117 -1.206776 30 120 1  
SimCBEOSB_1L -1.38574 0.460726 -0.626309 30 0 1  
SimCBEOSB_1R -1.38161 0.119704 -1.084542 30 120 1  
SimCBEOSB_20L -1.37582 0.496409 -0.663312 30 0 1  
SimCBEOSB_20R -1.34121 0.210117 -1.160204 30 120 1  
SimCBEOSB_2L -1.38574 0.429416 -0.626309 30 0 1  
SimCBEOSB_2R -1.38161 0.073038 -1.084542 30 120 1  
SimCBEOSB_3L -1.38574 0.396965 -0.626309 30 0 1  
SimCBEOSB_3R -1.38161 0.02732 -1.084542 30 120 1  
SimCBEOSB_4L -1.38574 0.365655 -0.626309 30 0 1  
SimCBEOSB_4R -1.38161 -0.020964 -1.084542 30 120 1  
SimCBEOSB_5L -1.38574 0.334856 -0.626309 30 0 1  
SimCBEOSB_5R -1.38161 -0.066542 -1.084542 30 120 1  
SimCBEOSB_6L -1.37582 0.300081 -0.663312 30 0 1  
SimCBEOSB_6R -1.34275 -0.155925 -1.157332 30 120 1  
SimCBEOSB_7L -1.36748 0.300081 -0.694441 30 0 1  
SimCBEOSB_7R -1.31791 -0.155925 -1.203853 30 120 1  
SimCBEOSB_8L -1.3594 0.300081 -0.724626 30 0 1  
SimCBEOSB_8R -1.29354 -0.155925 -1.249512 30 120 1  
SimCBEOSB_9L -1.35105 0.300081 -0.755755 30 0 1  
SimCBEOSB_9R -1.271 -0.155925 -1.291725 30 120 1  
SimCBEOSB_BRTDOWN_L -1.33513 0.547431 -0.717292 30 115 2 w 
SimCBEOSB_BRTDOWN_R -1.2168 0.210117 -1.39103 30 120 1  
SimCBEOSB_BRTUP_L -1.33513 0.547431 -0.717292 30 115 1 w 
SimCBEOSB_BRTUP_R -1.3703 0.20924 -1.104237 30 120 1  

// CENTER PANEL
SimHookDown -1.1 0.95 -0.7220007 50 310 1  
AFGearDown -1.09245 0.858537 -1.497355 60 118 1  
AFGearUp -1.09245 0.858537 -1.497355 60 119 2  
SimEmergencyJettison -0.97628 1.188556 -1.571631 30 123 1  
SimFuelSwitchCenterExt -1.21321 -0.69865 -1.320074 30 126 1  
SimFuelSwitchNorm -1.21344 -0.725933 -1.252516 30 120 2  
SimFuelSwitchNorm -1.21227 -0.639876 -1.320903 30 126 2  
SimFuelSwitchNorm -1.21321 -0.69865 -1.320074 30 126 2  
SimFuelSwitchNorm -1.1979 -0.638621 -1.373696 30 126 2  
SimFuelSwitchNorm -1.1988 -0.699064 -1.373103 30 126 2  
SimFuelSwitchResv -1.21227 -0.639876 -1.320903 30 126 1  
SimFuelSwitchTest -1.21344 -0.725933 -1.252516 30 120 1  
SimFuelSwitchWingExt -1.1988 -0.699064 -1.373103 30 126 1  
SimFuelSwitchWingInt -1.1979 -0.638621 -1.373696 30 126 1  
SimHsiCourseDec -1.18004 0.501922 -1.392314 30 115 2 w 
SimHsiCourseInc -1.18004 0.501922 -1.392314 30 115 1 w 
SimHsiHeadingDec -1.18004 0.331249 -1.392314 30 115 2 w 
SimHsiHeadingInc -1.18004 0.331249 -1.392314 30 115 1 w 
SimLandingLightMid -1.16887 0.88743 -1.223223 30 115 2  
SimLandingLightUp -1.16887 0.88743 -1.223223 30 115 1  
SimParkingBrakeInc -1.0522 -1.402575 -1.407322 60 117 1  
SimParkingBrakeDec -1.0522 -1.402575 -1.407322 60 117 2  
SimRADARGainDown -1.3713 0.333131 -0.582288 30 115 2  
SimRADARGainDown -1.21904 -0.159436 -1.387578 30 120 1  
SimRADARGainUp -1.3713 0.333131 -0.582288 30 115 1  
SimRADARGainUp -1.37098 -0.158559 -1.102234 30 120 1  
SimRALTDown -1.33849 0.630999 -0.789799 30 115 1 w 
SimRALTUp -1.33849 0.630999 -0.789799 30 115 2 w 
SimRWRHandoff -1.32934 -0.79897 -0.872892 30 126 1  
SimRWRSetGroundPriority -1.33066 -0.74574 -0.873006 30 126 1  
SimRWRSetSearch -1.33068 -0.691093 -0.8729 30 126 1  
SimGndJettOn -0.97628 1.3085563 -1.571631 30 123 1  
SimGndJettOff -0.97628 1.3085563 -1.571631 30 123 2  
SimBrakeChannelUp -0.96104 -1.018171 -1.7018589 30 315 1  
SimBrakeChannelDown -0.96104 -1.018171 -1.7018589 30 315 2  
